measure,location,sex,age,metric,year,val,upper,lower
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2012,0.183455711457273,0.204004828460638,0.163933393525101
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2013,0.175545457342548,0.196226350238039,0.154878450842367
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2014,0.167631711853227,0.188061207624387,0.147871618638763
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2015,0.159798413061183,0.179679642124083,0.140423537437253
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2016,0.152069809696272,0.172914962726397,0.133427446241322
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2017,0.144557565236512,0.165349479565821,0.126295321660984
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2018,0.137353956151729,0.158852855109134,0.119152706437984
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2019,0.130339009120311,0.151043387941108,0.112063452515977
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2020,0.123743003139695,0.145071823134724,0.106022704460073
Age-specific fertility rate,Palestine,Female,20-24 years,Rate,2021,0.117590069145981,0.137804158758182,0.100420893095136
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2012,0.223364969031178,0.238205212304908,0.20912415606807
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2013,0.217957668367051,0.232564478518935,0.20364577781952
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2014,0.212935709163506,0.227684552356567,0.198807792884466
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2015,0.207751617458402,0.222887201925019,0.194170455079193
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2016,0.202474498686136,0.2181590133119,0.188518502378486
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2017,0.197224226379572,0.212456281755753,0.183544911697797
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2018,0.191901306402222,0.206963979579665,0.178588088251471
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2019,0.186679037285288,0.201606975191964,0.173628288940179
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2020,0.181569593248516,0.196285076759281,0.16799616567567
Age-specific fertility rate,Palestine,Female,25-29 years,Rate,2021,0.177651303517366,0.192804556273981,0.163665911134558
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2012,0.174087976147908,0.189934711790571,0.158955955611179
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2013,0.170799909152752,0.186624830727509,0.154958817628987
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2014,0.167396278765741,0.183185305765504,0.151669529491456
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2015,0.163884077759701,0.178623316251732,0.147720639346001
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2016,0.160201144531428,0.175043234104556,0.144017534352406
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2017,0.156361953863248,0.171808614295889,0.139977580887511
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2018,0.15247284412118,0.168249620058862,0.13594272159095
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2019,0.148557865080531,0.165161015870119,0.132007589987458
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2020,0.144798989872094,0.162247716228452,0.128434936348906
Age-specific fertility rate,Palestine,Female,30-34 years,Rate,2021,0.141545474343178,0.158817408743807,0.125025851527449
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2012,0.10224237897529,0.115290510331896,0.0889919107285966
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2013,0.100323949501277,0.113608720774602,0.0875049074124164
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2014,0.098269458788474,0.111491280099208,0.0851145942589629
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2015,0.0960971983265777,0.109088823929497,0.0830802968928647
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2016,0.0938417955951951,0.107297809461143,0.0800001939051212
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2017,0.0914221680856696,0.105589699784801,0.0780883463837023
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2018,0.0888350123043984,0.103177613641605,0.0756170455482994
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2019,0.0861916530999456,0.100174942452506,0.0733096176185721
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2020,0.0836194682970333,0.0973055893735829,0.0702717301984546
Age-specific fertility rate,Palestine,Female,35-39 years,Rate,2021,0.0812923018422741,0.0950372320186622,0.0685162565653747
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2012,0.0348273834881981,0.040093285050973,0.0298453990062292
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2013,0.0324748200586964,0.0376454421184344,0.0277043802407402
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2014,0.0301624433030698,0.0349442609147667,0.025618130172861
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2015,0.0279127451882165,0.0324784833468585,0.0236567906861406
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2016,0.0257183215514667,0.0302589377473217,0.0214694814919965
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2017,0.0236081847047658,0.0281209395504274,0.0192811713277878
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2018,0.0215789648199267,0.0260269138831066,0.0176189711336549
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2019,0.0196440386524357,0.0237406669543186,0.0159496539756548
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2020,0.0180530942119519,0.0220658624769253,0.0144525524877004
Age-specific fertility rate,Palestine,Female,40-44 years,Rate,2021,0.0172740658402698,0.0214280449794638,0.0137448156856907
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2012,0.0035481131345141,0.004034090440337,0.00313165292965
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2013,0.0033210402637098,0.003764083848978,0.0029193227109369
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2014,0.0031111607407619,0.0035699655848958,0.0027047544058654
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2015,0.0029122521027746,0.0033578431605036,0.0025197064019762
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2016,0.0027182086646169,0.0031420795328868,0.0023452297712259
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2017,0.0025174399850409,0.0029223829263181,0.0021600773708337
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2018,0.0023190551020073,0.0027316324463353,0.0019695150929146
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2019,0.0021229441170616,0.0025501104714389,0.0017532449342294
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2020,0.0019337128589959,0.0023686852693836,0.0015705028234597
Age-specific fertility rate,Palestine,Female,45-49 years,Rate,2021,0.0017858836865725,0.0022486443801388,0.0014119655047795
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2012,0.0003288736804408,0.0003373812937358,0.0003200171526494
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2013,0.0003078263553082,0.0003157894966256,0.0002995366293956
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2014,0.0002883726771011,0.0002958325723968,0.0002806068363515
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2015,0.0002699358873578,0.0002769188424578,0.0002626665470899
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2016,0.000251950051717,0.0002584677323255,0.0002451650677922
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2017,0.0002333408552044,0.0002393771356368,0.0002270570146543
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2018,0.0002149526121711,0.0002205132082596,0.0002091639647458
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2019,0.0001967751361581,0.000201865500222,0.0001914760059276
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2020,0.0001792353402341,0.000183871968381,0.000174408554552
Age-specific fertility rate,Palestine,Female,50-54 years,Rate,2021,0.0001655330928231,0.0001698152583626,0.0001610753069795
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Palestine,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,65-69 years,Rate,2013,0.0,0.0,0.0
